,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
2915,565433073302,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,27.0,Accredited,Anchored,4-9,4,2,2,Band D,2024-10-29 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,1050.2,1279,0,0,process
2916,565433077907,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band C1,2024-10-28 12:13:18.063,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
2917,565433079793,2024-10-28,Won,Renewed,2024-10-29,2024-10-01,BACS,24.5,In Progress,Anchored,1,1,2,2,Band E,2024-10-28 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,1349.0,1349,0,0,process
2918,565433085831,2024-10-28,Won,Renewed,2024-10-18,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-28 16:53:00.000,10.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,0,process
2919,565433105246,2024-10-28,Lost,No Longer Trading,2024-10-28,2024-10-01,,23.5,Member Only,Anchored,2,2,3,3,Band D,,,,,,1159,0,0,process
2920,565433105862,2024-10-28,Lost,No Longer Trading,2024-10-28,2024-10-01,,23.5,Member Only,Anchored,2,2,3,3,Band D,,,,,,1159,0,0,process
2921,565433108397,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,4,4+,Band C1,2024-10-28 11:47:05.900,2.0,Within 13 Days After Renewal,Paid Late,799.0,799,1,1,process
2922,565433113632,2024-10-28,Won,Renewed,2024-10-08,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-11-26 13:08:00.807,49.0,1-2 Months After Renewal,Paid Late,533.4,799,0,1,process
2923,565433129555,2024-10-28,Won,Renewed,2024-10-18,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-28 16:53:00.000,10.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,0,process
2924,565433130031,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-11 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,0,process
2925,565433132159,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-11 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,0,process
2926,565433151283,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,27.0,Accredited,Anchored,1,1,7,4+,Band C2,,,,,,949,0,0,process
2927,565433165912,2024-10-28,Won,Renewed,2024-10-06,2024-10-01,CARD,24.5,In Progress,Anchored,1,1,3,3,Band A,2024-11-22 10:30:00.000,47.0,1-2 Months After Renewal,Paid Late,399.0,504,0,1,process
2928,565433171131,2024-10-28,Lost,No Longer Trading,2024-10-28,2024-10-01,,23.5,Member Only,Anchored,2,2,3,3,Band D,,,,,,1159,0,0,process
2929,565433172662,2024-10-28,Won,Renewed,2024-10-24,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-28 12:47:11.647,4.0,Within 13 Days After Renewal,Paid Late,684.0,684,0,1,process
2930,565433183632,2024-10-28,Lost,No Longer Trading,2024-10-13,2024-10-01,,24.0,Member Only,Anchored,1,1,19,4+,Band B,,,,,,704,0,0,process
2931,565433186002,2024-10-28,Won,Renewed,2024-10-23,2024-10-01,CARD,26.5,In Progress,Anchored,4-9,4,13,4+,Band C1,2024-10-28 12:35:20.053,5.0,Within 13 Days After Renewal,Paid Late,769.0,799,0,1,process
2932,565433186066,2024-10-28,Won,Renewed,2024-10-24,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-28 12:47:11.647,4.0,Within 13 Days After Renewal,Paid Late,684.0,684,0,1,process
2933,565433203998,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,4,4+,Band D,2024-10-29 13:50:01.257,3.0,Within 13 Days After Renewal,Paid Late,1309.0,1309,1,1,process
2934,565433215426,2024-10-28,Won,Renewed,2024-10-13,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band D,2024-10-30 00:00:00.000,17.0,Within 1 Month After Renewal,Paid Late,1159.0,1159,0,0,process
2935,565433216801,2024-10-28,Won,Renewed,2024-10-24,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-28 12:47:11.647,4.0,Within 13 Days After Renewal,Paid Late,684.0,684,0,1,process
2936,565433219014,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band C1,2024-10-29 13:23:28.507,1.0,Within 13 Days After Renewal,Paid Late,799.0,799,1,1,process
2937,565433230948,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,20.5,Member Only,Independent,Independent,0,1,1,Band C1,2024-11-21 16:27:18.367,25.0,Within 1 Month After Renewal,Paid Late,919.0,919,1,0,process
2938,565433243376,2024-10-28,Lost,Not to be contacted,2024-10-27,2024-10-01,,24.5,Member Only,Anchored,2,2,15,4+,Band C1,,,,,,799,0,0,process
2939,565433268636,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,22.0,Member Only,Anchored,2,2,1,1,Band D,2024-10-28 16:40:07.563,1.0,Within 13 Days After Renewal,Paid Late,1050.2,1279,0,1,process
2940,565433277931,2024-10-28,Lost,Not Value for Money,2024-10-26,2024-10-01,,25.5,Accredited,Independent,Independent,0,4,4+,Band B,,,,,,599,0,0,process
2941,565433294225,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,21.5,Member Only,Anchored,1,1,1,1,Band B,2024-11-18 10:17:35.793,22.0,Within 1 Month After Renewal,Paid Late,522.5,704,0,1,process
2942,565433303997,2024-10-28,Won,Renewed,2024-10-23,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,6,4+,Band D,2024-10-28 00:00:00.000,5.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
2943,565433315601,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,27.0,Accredited,Anchored,1,1,7,4+,Band C2,,,,,,949,0,0,process
2944,565433322146,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,27.0,Accredited,Anchored,1,1,7,4+,Band C2,,,,,,949,0,0,process
2945,565433325163,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,27.0,Accredited,Anchored,1,1,7,4+,Band C2,,,,,,949,0,0,process
2946,565433332374,2024-10-28,Lost,Competitor Accreditation,2024-10-30,2024-10-01,,27.0,Accredited,Anchored,1,1,10,4+,Band B,,,,,,599,0,0,process
2947,565433341696,2024-10-28,Won,Renewed,2024-10-29,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,3,3,Band A,2024-10-30 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,399.0,399,0,0,process
2948,565433357051,2024-10-28,Won,Renewed,2024-10-31,2024-10-01,BACS,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-11-26 00:00:00.000,26.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,0,process
2949,565433357514,2024-10-28,Lost,Not Value for Money,2024-10-25,2024-10-01,,26.0,Accredited,Anchored,1,1,2,2,Band D,,,,,,1309,1,0,process
2950,565433382103,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,9,4+,Band C2,2024-10-29 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,867.6,949,0,0,process
2951,565433384874,2024-10-28,Won,Renewed,2024-10-31,2024-10-01,CARD,24.5,In Progress,Anchored,1,1,2,2,Band B,2024-11-22 15:27:00.000,22.0,Within 1 Month After Renewal,Paid Late,596.25,684,0,1,process
2952,565433399685,2024-10-28,Lost,Cannot Pass Audit,2024-10-16,2024-10-01,,20.5,Member Only,Independent,Independent,0,1,1,Band B,,,,,,704,0,0,process
2953,565433416016,2024-10-28,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-31 13:50:32.423,12.0,Within 13 Days After Renewal,Paid Late,499.0,704,1,0,process
2954,565433454411,2024-10-28,Lost,Not Value for Money,2024-10-31,2024-10-01,,23.0,Member Only,Independent,Independent,0,17,4+,Band B,,,,,,599,0,0,process
2955,565433465215,2024-10-28,Lost,Not Value for Money,2024-10-26,2024-10-01,,25.5,Accredited,Independent,Independent,0,4,4+,Band B,,,,,,599,0,0,process
2956,565433471811,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,26.5,Accredited,Anchored,2,2,3,3,Band F1,,,,,,2039,0,0,process
2957,565433473592,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-30 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,799.0,799,0,0,process
2958,565433481372,2024-10-28,Lost,Promised to Pay - Fees not Received,2024-10-17,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band F1,,,,,,2039,1,0,process
2959,565433507168,2024-10-28,Won,Renewed,2024-10-13,2024-10-01,CARD,25.5,In Progress,Anchored,1,1,7,4+,Band A,2024-10-28 16:25:35.103,15.0,Within 1 Month After Renewal,Paid Late,399.0,399,1,0,process
2960,565433524629,2024-10-28,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band C1,,,,,,919,1,0,process
2961,565433540874,2024-10-28,Won,Renewed,2024-10-22,2024-10-01,BACS,27.5,Accredited,Anchored,3,3,4,4+,Band D,2024-10-29 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
2962,565433541706,2024-10-28,Won,Renewed,2024-10-18,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-28 16:53:00.000,10.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,0,process
2963,565433544700,2024-10-28,Lost,Not Value for Money,2024-10-09,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,684,0,0,process
2964,565433732978,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,4,10,4+,Band D,2024-10-29 00:00:00.000,0.0,On Renewal Date,Paid on Time,1159.0,1159,0,0,process
2965,565433733738,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,4,10,4+,Band D,2024-10-29 00:00:00.000,0.0,On Renewal Date,Paid on Time,1159.0,1159,0,0,process
2966,565433739548,2024-10-29,Lost,Promised to Pay - Fees not Received,2024-10-29,2024-10-01,,26.0,In Progress,Anchored,4-9,4,5,4+,Band B,,,,,,599,0,0,process
2967,565433740172,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,CARD,24.0,In Progress,Independent,Independent,0,6,4+,Band E,2024-10-29 09:20:51.667,0.0,On Renewal Date,Paid on Time,1469.0,1469,1,1,process
2968,565433747640,2024-10-29,Won,Renewed,2024-10-07,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band B,2024-12-11 13:14:31.663,65.0,2-3 Months After Renewal,Paid Late,349.0,684,1,1,process
2969,565433747681,2024-10-29,Won,Renewed,2024-10-26,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band B,2024-12-09 11:30:51.637,44.0,1-2 Months After Renewal,Paid Late,399.0,684,1,1,process
2970,565433757041,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,23.0,Member Only,Independent,Independent,0,10,4+,Band C1,2024-10-30 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,799.0,799,0,0,process
2971,565433767181,2024-10-29,Lost,Cannot Pass Audit,2024-10-29,2024-10-01,,24.0,Member Only,Anchored,1,1,12,4+,Band B,,,,,,599,0,0,process
2972,565433774677,2024-10-29,Won,Renewed,2024-10-11,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,13,4+,Band B,2024-10-31 10:20:15.697,20.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,1,process
2973,565433779500,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,24.5,In Progress,Independent,Independent,0,8,4+,Band D,2024-11-12 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,1159.0,1159,0,0,process
2974,565433780236,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band F2,2024-12-10 00:00:00.000,42.0,1-2 Months After Renewal,Paid Late,1089.5,1979,0,0,process
2975,565433781448,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,24.5,In Progress,Independent,Independent,0,8,4+,Band D,2024-11-12 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,1159.0,1159,0,0,process
2976,565433783479,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band F2,2024-12-10 00:00:00.000,42.0,1-2 Months After Renewal,Paid Late,1089.5,1979,0,0,process
2977,565433784776,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,BACS,25.0,In Progress,Anchored,2,2,3,3,Band C2,2024-11-01 00:00:00.000,3.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
2978,565433789514,2024-10-29,Won,Renewed,2024-10-28,2024-10-01,BACS,27.0,Accredited,Anchored,4-9,4,2,2,Band D,2024-10-29 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,1050.2,1279,0,0,process
2979,565433789657,2024-10-29,Won,Renewed,2024-10-19,2024-10-01,BACS,22.5,Member Only,Independent,Independent,0,6,4+,Band C1,2024-11-04 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,799.0,799,1,1,process
2980,565433801296,2024-10-29,Won,Renewed,2024-10-17,2024-10-01,BACS,26.0,In Progress,Anchored,4-9,7,5,4+,Band F2,2024-10-30 00:00:00.000,13.0,Within 13 Days After Renewal,Paid Late,1979.0,1979,0,0,process
2981,565433804134,2024-10-29,Won,Application and Money In,2024-10-25,2024-10-01,BACS,25.5,Accredited,Anchored,10+,10,1,1,Band H,2024-11-25 00:00:00.000,31.0,1-2 Months After Renewal,Paid Late,2679.0,2679,0,0,process
2982,565433811060,2024-10-29,Won,Renewed,2024-10-06,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band D,2025-01-08 00:00:00.000,94.0,2-3 Months After Renewal,Paid Late,749.4,1309,0,0,process
2983,565433811222,2024-10-29,Won,Renewed,2024-10-14,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band C2,2024-10-30 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,1069.0,1069,1,1,process
2984,565433814231,2024-10-29,Lost,Competitor Accreditation,2024-10-19,2024-10-01,,28.0,Accredited,Anchored,10+,10,19,4+,Band C1,,,,,,919,0,1,process
2985,565433814464,2024-10-29,Won,Renewed,2024-10-29,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band C1,2024-10-30 15:00:12.503,1.0,Within 13 Days After Renewal,Paid Late,799.0,799,1,1,process
2986,565433816226,2024-10-29,Won,Renewed,2024-10-19,2024-10-01,CARD,21.5,Member Only,Anchored,1,1,1,1,Band B,2024-11-08 09:17:00.000,20.0,Within 1 Month After Renewal,Paid Late,462.0,704,0,0,process
2987,565433824931,2024-10-29,Won,Renewed,2024-10-30,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,11,4+,Band D,2024-11-06 14:38:30.887,7.0,Within 13 Days After Renewal,Paid Late,954.2,1159,0,1,process
2988,565433825813,2024-10-29,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2989,565433832228,2024-10-29,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2990,565433839536,2024-10-29,Won,Renewed,2024-10-22,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band B,2024-10-29 10:19:09.740,7.0,Within 13 Days After Renewal,Paid Late,499.0,599,0,0,process
2991,565433843142,2024-10-29,Won,Renewed,2024-10-31,2024-10-01,BACS,26.5,Accredited,Anchored,1,1,6,4+,Band D,2024-10-29 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1309.0,1309,0,0,process
2992,565433853186,2024-10-29,Lost,Do Not Work for Client,2024-10-18,2024-10-01,,28.0,Accredited,Anchored,3,3,8,4+,Band C1,,,,,,949,0,0,process
2993,565433854202,2024-10-29,Won,Renewed,2024-10-23,2024-10-01,CARD,24.0,Member Only,Anchored,1,1,11,4+,Band B,2024-11-18 14:37:07.130,26.0,Within 1 Month After Renewal,Paid Late,449.0,599,0,1,process
2994,565433854532,2024-10-29,Lost,Do Not Work for Client,2024-10-18,2024-10-01,,28.0,Accredited,Anchored,3,3,8,4+,Band C1,,,,,,949,0,0,process
2995,565433861173,2024-10-29,Won,Renewed,2024-10-31,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,7,4+,Band D,2024-11-14 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,1159.0,1309,0,0,process
2996,565433863377,2024-10-29,Open,Attempted Contact,2024-10-24,2024-10-01,,27.0,Accredited,Anchored,2,2,5,4+,Band D,,,,,,1279,0,0,process
2997,565433876777,2024-10-29,Lost,No Longer Trading,2024-10-09,2024-10-01,,23.0,Member Only,Independent,Independent,0,17,4+,Band C2,,,,,,1069,0,0,process
2998,565433886221,2024-10-29,Lost,Do Not Work for Client,2024-10-10,2024-10-01,,22.0,Member Only,Anchored,2,2,1,1,Band B,,,,,,684,0,0,process
2999,565433888414,2024-10-29,Won,Renewed,2024-10-07,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-10-29 10:45:17.920,22.0,Within 1 Month After Renewal,Paid Late,684.0,684,0,1,process
3000,565433894158,2024-10-29,Won,Renewed,2024-10-27,2024-10-01,WORLD PAY,25.5,Accredited,Anchored,4-9,5,1,1,Band D,2024-12-11 12:17:00.000,45.0,1-2 Months After Renewal,Paid Late,749.4,1279,0,1,process
3001,565433913090,2024-10-29,Won,Renewed,2024-10-08,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-11-26 13:08:00.807,49.0,1-2 Months After Renewal,Paid Late,533.4,799,0,1,process
3002,565433914468,2024-10-29,Won,Renewed,2024-10-27,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,9,4+,Band C2,2024-10-29 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,867.6,949,0,0,process
3003,565433918212,2024-10-29,Won,Renewed,2024-10-11,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-11-21 13:14:02.577,41.0,1-2 Months After Renewal,Paid Late,499.0,599,0,1,process
3004,565433925132,2024-10-29,Won,Renewed,2024-10-11,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-11-21 13:14:02.577,41.0,1-2 Months After Renewal,Paid Late,499.0,599,0,1,process
3005,565433925661,2024-10-29,Won,Renewed,2024-10-11,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-11-21 13:14:02.577,41.0,1-2 Months After Renewal,Paid Late,499.0,599,0,1,process
3006,565433927120,2024-10-29,Won,Renewed,2024-10-11,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-11-21 13:14:02.577,41.0,1-2 Months After Renewal,Paid Late,499.0,599,0,1,process
3007,565433931201,2024-10-29,Lost,Not Value for Money,2024-10-09,2024-10-01,,23.5,Member Only,Anchored,1,1,6,4+,Band B,,,,,,599,0,0,process
3008,565433937659,2024-10-29,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,6,4+,Band B,2024-11-27 14:41:08.747,49.0,1-2 Months After Renewal,Paid Late,579.0,599,1,1,process
3009,565433939861,2024-10-29,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-08 13:01:09.563,14.0,Within 1 Month After Renewal,Paid Late,704.0,704,0,1,process
3010,565433940708,2024-10-29,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-08 13:01:09.563,14.0,Within 1 Month After Renewal,Paid Late,704.0,704,0,1,process
3011,565433941081,2024-10-29,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-08 13:01:09.563,14.0,Within 1 Month After Renewal,Paid Late,704.0,704,0,1,process
3012,565433941705,2024-10-29,Won,Renewed,2024-10-26,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,4,4,4+,Band C2,2024-10-29 16:08:33.127,3.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,1,process
3013,565433943763,2024-10-29,Won,Renewed,2024-10-26,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,4,4,4+,Band C2,2024-10-29 16:08:33.127,3.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,1,process
3014,565433952043,2024-10-29,Lost,Promised to Pay - Fees not Received,2024-10-17,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band F1,,,,,,2039,1,0,process
3015,565433964021,2024-10-29,Won,Renewed,2024-10-04,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,12,4+,Band G,2024-11-26 00:00:00.000,53.0,1-2 Months After Renewal,Paid Late,2249.0,2249,0,0,process
3016,565433964440,2024-10-29,Won,Renewed,2024-10-04,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,12,4+,Band G,2024-11-26 00:00:00.000,53.0,1-2 Months After Renewal,Paid Late,2249.0,2249,0,0,process
3017,565433975293,2024-10-29,Lost,Promised to Pay - Fees not Received,2024-10-17,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band F1,,,,,,2039,1,0,process
3018,565433975375,2024-10-29,Won,Renewed,2024-10-26,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band C2,2024-11-12 08:44:34.993,17.0,Within 1 Month After Renewal,Paid Late,1099.0,1099,0,1,process
3019,565433979247,2024-10-29,Won,Renewed,2024-10-26,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,3,3,Band A,2024-12-17 16:18:51.500,52.0,1-2 Months After Renewal,Paid Late,249.0,459,1,1,process
3020,565433979805,2024-10-29,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
3021,565433980673,2024-10-29,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
3022,565433980867,2024-10-29,Lost,Do Not Work for Client,2024-10-18,2024-10-01,,28.0,Accredited,Anchored,3,3,8,4+,Band C1,,,,,,949,0,0,process
3023,565433987747,2024-10-29,Won,Renewed,2024-10-21,2024-10-01,BACS,25.5,Accredited,Independent,Independent,0,4,4+,Band C2,2024-11-29 00:00:00.000,39.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
3024,565433994823,2024-10-29,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
3025,565433996713,2024-10-29,Won,Renewed,2024-10-16,2024-10-01,WORLD PAY,24.0,Member Only,Anchored,1,1,7,4+,Band B,2024-11-29 14:59:09.483,44.0,1-2 Months After Renewal,Paid Late,399.0,599,1,0,process
3026,565434007587,2024-10-29,Won,Renewed,2024-10-25,2024-10-01,CARD,26.5,Accredited,Anchored,2,2,3,3,Band B,2024-11-21 12:01:21.063,27.0,Within 1 Month After Renewal,Paid Late,549.0,684,1,1,process
3027,565434013171,2024-10-29,Won,Renewed,2024-10-09,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band E,2024-10-29 12:17:19.300,20.0,Within 1 Month After Renewal,Paid Late,1499.0,1499,0,1,process
3028,565434028088,2024-10-29,Won,Renewed,2024-10-06,2024-10-01,CARD,24.5,In Progress,Anchored,1,1,3,3,Band A,2024-11-22 10:30:00.000,47.0,1-2 Months After Renewal,Paid Late,399.0,504,0,1,process
3029,565434029962,2024-10-29,Lost,Not Affordable,2024-10-17,2024-10-01,,24.0,Member Only,Anchored,1,1,14,4+,Band B,,,,,,599,0,0,process
3030,565434031704,2024-10-29,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-31 13:50:32.423,12.0,Within 13 Days After Renewal,Paid Late,499.0,704,1,0,process
3031,565434034641,2024-10-29,Lost,Not Value for Money,2024-10-26,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band B,,,,,,599,0,0,process
